role,id_film,id_actor,id_serie
role13,212,372,NULL
role14,212,369,NULL
role15,212,372,NULL
role16,212,299,NULL
role0,213,75,NULL
role1,213,219,NULL
role2,213,200,NULL
role3,213,158,NULL
role4,213,252,NULL
role5,213,112,NULL
role6,213,273,NULL
role7,213,385,NULL
role8,213,54,NULL
role9,213,365,NULL
role10,213,184,NULL
role11,213,422,NULL
role12,213,219,NULL
role13,213,252,NULL
role14,213,85,NULL
role15,213,341,NULL
role0,214,417,NULL
role1,214,252,NULL
role2,214,21,NULL
role3,214,175,NULL
role4,214,373,NULL
role5,214,48,NULL
role6,214,289,NULL
role7,214,94,NULL
role8,214,435,NULL
role9,214,159,NULL
role10,214,69,NULL
role11,214,99,NULL
role12,214,446,NULL
role13,214,158,NULL
role14,214,76,NULL
role15,214,447,NULL
role16,214,69,NULL
role17,214,74,NULL
role18,214,330,NULL
role19,214,33,NULL
role20,214,151,NULL
role21,214,462,NULL
role22,214,110,NULL
role23,214,260,NULL
role24,214,75,NULL
role25,214,166,NULL
role26,214,34,NULL
role0,215,454,NULL
role1,215,392,NULL
role2,215,117,NULL
role3,215,162,NULL
role4,215,125,NULL
role5,215,252,NULL
role6,215,417,NULL
role7,215,184,NULL
role8,215,328,NULL
role9,215,193,NULL
role10,215,26,NULL
role11,215,365,NULL
role0,216,387,NULL
role1,216,478,NULL
role2,216,467,NULL
role3,216,304,NULL
role4,216,135,NULL
role5,216,50,NULL
role6,216,271,NULL
role7,216,448,NULL
role8,216,409,NULL
role9,216,232,NULL
role10,216,86,NULL
role11,216,454,NULL
role12,216,235,NULL
role13,216,405,NULL
role14,216,361,NULL
role15,216,278,NULL
role16,216,167,NULL
role17,216,344,NULL
role18,216,189,NULL
role19,216,318,NULL
role20,216,262,NULL
role21,216,277,NULL
role22,216,278,NULL
role0,217,382,NULL
role1,217,90,NULL
role2,217,72,NULL
role3,217,360,NULL
role4,217,218,NULL
role5,217,421,NULL
role6,217,352,NULL
role7,217,329,NULL
role8,217,352,NULL
role9,217,489,NULL
role10,217,491,NULL
role11,217,408,NULL
role12,217,7,NULL
role13,217,207,NULL
role14,217,83,NULL
role15,217,115,NULL
role0,218,500,NULL
role1,218,201,NULL
role2,218,136,NULL
role3,218,215,NULL
role4,218,210,NULL
role5,218,281,NULL
role6,218,429,NULL
role7,218,203,NULL
role8,218,52,NULL
role9,218,364,NULL
role10,218,500,NULL
role11,218,282,NULL
role12,218,467,NULL
role13,218,457,NULL
role14,218,185,NULL
role15,218,200,NULL
role16,218,232,NULL
role17,218,80,NULL
role18,218,406,NULL
role0,219,192,NULL
role1,219,247,NULL
role2,219,323,NULL
role3,219,389,NULL
role4,219,11,NULL
role5,219,284,NULL
role6,219,320,NULL
role7,219,313,NULL
role8,219,335,NULL
role9,219,141,NULL
role10,219,463,NULL
role11,219,393,NULL
role12,219,255,NULL
role13,219,253,NULL
role14,219,92,NULL
role15,219,8,NULL
role16,219,355,NULL
role17,219,59,NULL
role18,219,286,NULL
role19,219,42,NULL
role0,220,464,NULL
role1,220,134,NULL
role2,220,424,NULL
role3,220,254,NULL
role4,220,245,NULL
role5,220,96,NULL
role6,220,383,NULL
role7,220,372,NULL
role8,220,130,NULL
role9,220,252,NULL
role10,220,378,NULL
role11,220,93,NULL
role12,220,122,NULL
role13,220,137,NULL
role14,220,2,NULL
role15,220,284,NULL
role16,220,149,NULL
role17,220,246,NULL
role0,221,269,NULL
role1,221,129,NULL
role2,221,500,NULL
role3,221,53,NULL
role4,221,467,NULL
role5,221,203,NULL
role6,221,28,NULL
role7,221,38,NULL
role8,221,15,NULL
role10,221,436,NULL
role11,221,23,NULL
role12,221,45,NULL
role13,221,130,NULL
role14,221,190,NULL
role15,221,48,NULL
role16,221,353,NULL
role17,221,96,NULL
role0,222,325,NULL
role1,222,267,NULL
role2,222,171,NULL
role3,222,488,NULL
role4,222,128,NULL
role5,222,358,NULL
role6,222,466,NULL
role7,222,357,NULL
role8,222,15,NULL
role9,222,231,NULL
role10,222,152,NULL
role11,222,223,NULL
role0,223,204,NULL
role1,223,66,NULL
role2,223,118,NULL
role3,223,114,NULL
role4,223,223,NULL
role5,223,354,NULL
role6,223,448,NULL
role7,223,309,NULL
role8,223,356,NULL
role9,223,386,NULL
role10,223,199,NULL
role11,223,393,NULL
role12,223,42,NULL
role0,224,297,NULL
role1,224,329,NULL
role2,224,113,NULL
role3,224,359,NULL
role4,224,97,NULL
role5,224,224,NULL
role6,224,100,NULL
role7,224,430,NULL
role8,224,345,NULL
role9,224,457,NULL
role10,224,18,NULL
role0,225,101,NULL
role1,225,184,NULL
role2,225,37,NULL
role3,225,348,NULL
role4,225,181,NULL
role5,225,164,NULL
role6,225,7,NULL
role7,225,158,NULL
role8,225,180,NULL
role9,225,417,NULL
role10,225,289,NULL
role11,225,437,NULL
role12,225,374,NULL
role13,225,435,NULL
role14,225,196,NULL
role15,225,159,NULL
role16,225,184,NULL
role17,225,397,NULL
role18,225,64,NULL
role19,225,15,NULL
role0,226,295,NULL
role1,226,344,NULL
role2,226,127,NULL
role3,226,432,NULL
role4,226,274,NULL
role5,226,343,NULL
role6,226,151,NULL
role7,226,334,NULL
role8,226,491,NULL
role9,226,311,NULL
role10,226,69,NULL
role11,226,96,NULL
role0,227,356,NULL
role1,227,330,NULL
role2,227,287,NULL
role3,227,271,NULL
role4,227,445,NULL
role5,227,497,NULL
role6,227,172,NULL
role7,227,6,NULL
role8,227,198,NULL
role9,227,222,NULL
role10,227,201,NULL
role11,227,157,NULL
role12,227,184,NULL
role13,227,349,NULL
role14,227,99,NULL
role15,227,193,NULL
role0,228,398,NULL
role1,228,452,NULL
role2,228,213,NULL
role3,228,136,NULL
role4,228,37,NULL
role5,228,464,NULL
role6,228,71,NULL
role7,228,203,NULL
role8,228,188,NULL
role9,228,328,NULL
role10,228,339,NULL
role11,228,26,NULL
role12,228,411,NULL
role13,228,456,NULL
role14,228,473,NULL
role15,228,495,NULL
role16,228,345,NULL
role17,228,71,NULL
role18,228,400,NULL
role19,228,403,NULL
role0,229,383,NULL
role1,229,21,NULL
role2,229,224,NULL
role3,229,153,NULL
role4,229,277,NULL
role5,229,54,NULL
role6,229,53,NULL
role7,229,42,NULL
role8,229,285,NULL
role9,229,379,NULL
role10,229,154,NULL
role11,229,169,NULL
role12,229,69,NULL
role13,229,385,NULL
role14,229,128,NULL
role15,229,246,NULL
role16,229,227,NULL
role17,229,103,NULL
role18,229,461,NULL
role19,229,341,NULL
role0,230,392,NULL
role1,230,306,NULL
role2,230,339,NULL
role3,230,446,NULL
role4,230,439,NULL
role5,230,402,NULL
role6,230,169,NULL
role7,230,64,NULL
role8,230,376,NULL
role9,230,88,NULL
role10,230,124,NULL
role11,230,106,NULL
role12,230,100,NULL
role13,230,33,NULL
role14,230,372,NULL
role15,230,411,NULL
role16,230,322,NULL
role17,230,180,NULL
role0,231,421,NULL
role1,231,118,NULL
role2,231,57,NULL
role3,231,290,NULL
role4,231,342,NULL
role5,231,248,NULL
role6,231,262,NULL
role7,231,54,NULL
role8,231,51,NULL
role9,231,369,NULL
role10,231,126,NULL
role11,231,427,NULL
role12,231,373,NULL
role13,231,473,NULL
role14,231,360,NULL
role15,231,118,NULL
role16,231,411,NULL
role0,232,419,NULL
role1,232,79,NULL
role2,232,137,NULL
role3,232,353,NULL
role4,232,223,NULL
role5,232,105,NULL
role6,232,404,NULL
role7,232,368,NULL
role8,232,447,NULL
role9,232,234,NULL
role10,232,66,NULL
role11,232,191,NULL
role12,232,29,NULL
role0,233,24,NULL
role1,233,418,NULL
role2,233,142,NULL
role3,233,27,NULL
role4,233,481,NULL
role5,233,379,NULL
role6,233,30,NULL
role7,233,253,NULL
role8,233,199,NULL
role9,233,203,NULL
role10,233,19,NULL
role11,233,453,NULL
role12,233,105,NULL
role13,233,326,NULL
role14,233,120,NULL
role15,233,348,NULL
role16,233,116,NULL
role17,233,207,NULL
role18,233,261,NULL
role19,233,197,NULL
role20,233,482,NULL
role21,233,114,NULL
role0,234,402,NULL
role1,234,44,NULL
role2,234,459,NULL
role3,234,277,NULL
role4,234,32,NULL
role5,234,69,NULL
role6,234,183,NULL
role7,234,429,NULL
role8,234,171,NULL
role9,234,424,NULL
role10,234,355,NULL
role11,234,86,NULL
role12,234,368,NULL
role13,234,434,NULL
role14,234,270,NULL
role0,235,489,NULL
role1,235,446,NULL
role2,235,28,NULL
role3,235,197,NULL
role4,235,368,NULL
role5,235,12,NULL
role6,235,467,NULL
role7,235,361,NULL
role8,235,283,NULL
role9,235,47,NULL
role10,235,38,NULL
role11,235,318,NULL
role12,235,67,NULL
role13,235,232,NULL
role14,235,413,NULL
role15,235,229,NULL
role0,236,244,NULL
role1,236,8,NULL
role2,236,385,NULL
role3,236,34,NULL
role4,236,184,NULL
role5,236,116,NULL
role6,236,352,NULL
role7,236,100,NULL
role8,236,496,NULL
role9,236,38,NULL
role10,236,318,NULL
role11,236,21,NULL
role12,236,175,NULL
role13,236,418,NULL
role14,236,425,NULL
role15,236,120,NULL
role16,236,149,NULL
role17,236,3,NULL
role18,236,192,NULL
role0,237,228,NULL
role1,237,28,NULL
role2,237,227,NULL
role3,237,155,NULL
role4,237,443,NULL
role5,237,159,NULL
role6,237,377,NULL
role7,237,139,NULL
role8,237,12,NULL
role9,237,379,NULL
role10,237,311,NULL
role11,237,199,NULL
role12,237,352,NULL
role13,237,283,NULL
role14,237,271,NULL
role15,237,253,NULL
role16,237,365,NULL
role0,238,236,NULL
role1,238,168,NULL
role2,238,171,NULL
role3,238,444,NULL
role4,238,64,NULL
role5,238,309,NULL
role6,238,136,NULL
role7,238,175,NULL
role8,238,22,NULL
role9,238,278,NULL
role10,238,373,NULL
role11,238,102,NULL
role12,238,306,NULL
role13,238,236,NULL
role0,239,87,NULL
role1,239,495,NULL
role2,239,138,NULL
role3,239,200,NULL
role4,239,259,NULL
role5,239,192,NULL
role6,239,100,NULL
role7,239,354,NULL
role8,239,182,NULL
role9,239,409,NULL
role10,239,42,NULL
role11,239,103,NULL
role12,239,126,NULL
role0,240,112,NULL
role1,240,336,NULL
role2,240,261,NULL
role3,240,4,NULL
role4,240,262,NULL
role5,240,76,NULL
role6,240,93,NULL
role7,240,491,NULL
role8,240,317,NULL
role9,240,352,NULL
role10,240,256,NULL
role11,240,254,NULL
role12,240,163,NULL
role13,240,23,NULL
role14,240,22,NULL
role15,240,50,NULL
role16,240,437,NULL
role17,240,300,NULL
role18,240,407,NULL
role19,240,33,NULL
role20,240,283,NULL
role0,241,167,NULL
role1,241,292,NULL
role2,241,308,NULL
role3,241,444,NULL
role4,241,341,NULL
role5,241,327,NULL
role6,241,199,NULL
role7,241,314,NULL
role8,241,36,NULL
role9,241,440,NULL
role10,241,8,NULL
role11,241,279,NULL
role12,241,15,NULL
role0,242,112,NULL
role1,242,193,NULL
role2,242,157,NULL
role3,242,166,NULL
role4,242,102,NULL
role5,242,258,NULL
role6,242,179,NULL
role7,242,168,NULL
role8,242,415,NULL
role9,242,115,NULL
role10,242,104,NULL
role11,242,463,NULL
role12,242,476,NULL
role13,242,114,NULL
role14,242,385,NULL
role15,242,411,NULL
role16,242,83,NULL
role17,242,362,NULL
role0,243,230,NULL
role1,243,366,NULL
role2,243,409,NULL
role3,243,190,NULL
role4,243,495,NULL
role5,243,304,NULL
role6,243,309,NULL
role7,243,347,NULL
role8,243,431,NULL
role9,243,116,NULL
role10,243,393,NULL
role11,243,53,NULL
role12,243,193,NULL
role13,243,447,NULL
role14,243,378,NULL
role15,243,211,NULL
role16,243,183,NULL
role17,243,74,NULL
role18,243,116,NULL
role0,244,454,NULL
role1,244,128,NULL
role2,244,444,NULL
role3,244,232,NULL
role4,244,53,NULL
role5,244,428,NULL
role6,244,308,NULL
role7,244,250,NULL
role8,244,313,NULL
role9,244,329,NULL
role10,244,158,NULL
role11,244,404,NULL
role12,244,421,NULL
role0,245,60,NULL
role1,245,288,NULL
role2,245,165,NULL
role3,245,312,NULL
role4,245,258,NULL
role5,245,441,NULL
role6,245,90,NULL
role7,245,12,NULL
role9,245,352,NULL
role10,245,69,NULL
role11,245,314,NULL
role0,246,355,NULL
role1,246,300,NULL
role2,246,397,NULL
role3,246,225,NULL
role4,246,69,NULL
role5,246,381,NULL
role6,246,202,NULL
role7,246,493,NULL
role8,246,9,NULL
role9,246,320,NULL
role10,246,38,NULL
role11,246,49,NULL
role12,246,113,NULL
role13,246,255,NULL
role14,246,359,NULL
role15,246,211,NULL
role16,246,213,NULL
role17,246,11,NULL
role18,246,206,NULL
role19,246,263,NULL
role20,246,473,NULL
role21,246,133,NULL
role22,246,17,NULL
role23,246,285,NULL
role0,247,175,NULL
role1,247,24,NULL
role2,247,451,NULL
role3,247,279,NULL
role4,247,179,NULL
role5,247,17,NULL
role6,247,22,NULL
role7,247,427,NULL
role8,247,112,NULL
role9,247,101,NULL
role10,247,473,NULL
role0,248,225,NULL
role1,248,77,NULL
role2,248,60,NULL
role3,248,115,NULL
role4,248,480,NULL
role5,248,99,NULL
role6,248,202,NULL
role7,248,200,NULL
role8,248,181,NULL
role9,248,191,NULL
role10,248,139,NULL
role11,248,189,NULL
role12,248,439,NULL
role13,248,353,NULL
role0,249,166,NULL
role1,249,252,NULL
role2,249,265,NULL
role3,249,456,NULL
role4,249,424,NULL
role5,249,340,NULL
role6,249,35,NULL
role7,249,290,NULL
role8,249,447,NULL
role9,249,389,NULL
role10,249,20,NULL
role11,249,22,NULL
role12,249,104,NULL
role13,249,258,NULL
role14,249,336,NULL
role15,249,50,NULL
role0,250,190,NULL
role1,250,277,NULL
role2,250,429,NULL
role3,250,279,NULL
role4,250,464,NULL
role5,250,161,NULL
role6,250,84,NULL
role7,250,281,NULL
role8,250,189,NULL
role9,250,106,NULL
role10,250,341,NULL
role11,250,372,NULL
role12,250,466,NULL
role0,251,472,NULL
role1,251,477,NULL
role2,251,259,NULL
role3,251,420,NULL
role4,251,151,NULL
role5,251,336,NULL
role6,251,207,NULL
role7,251,68,NULL
role8,251,271,NULL
role9,251,145,NULL
role10,251,315,NULL
role11,251,495,NULL
role12,251,211,NULL
role13,251,452,NULL
role0,252,466,NULL
role1,252,89,NULL
role2,252,318,NULL
role3,252,52,NULL
role4,252,490,NULL
role5,252,104,NULL
role6,252,476,NULL
role7,252,331,NULL
role8,252,137,NULL
role9,252,66,NULL
role10,252,108,NULL
role11,252,80,NULL
role12,252,437,NULL
role13,252,273,NULL
role0,253,425,NULL
role1,253,101,NULL
role2,253,259,NULL
role3,253,20,NULL
role4,253,292,NULL
role5,253,36,NULL
role6,253,205,NULL
role7,253,332,NULL
role8,253,389,NULL
role9,253,282,NULL
role10,253,77,NULL
role11,253,424,NULL
role12,253,377,NULL
role13,253,473,NULL
role14,253,1,NULL
role15,253,237,NULL
role16,253,258,NULL
role17,253,442,NULL
role18,253,357,NULL
role19,253,341,NULL
role20,253,432,NULL
role21,253,466,NULL
role0,254,488,NULL
role1,254,330,NULL
role2,254,459,NULL
role3,254,251,NULL
role4,254,241,NULL
role5,254,242,NULL
role6,254,403,NULL
role7,254,113,NULL
role8,254,315,NULL
role9,254,348,NULL
role10,254,269,NULL
role11,254,231,NULL
role12,254,169,NULL
role13,254,354,NULL
role14,254,27,NULL
role15,254,259,NULL
role16,254,222,NULL
role17,254,166,NULL
role0,255,74,NULL
role1,255,263,NULL
role2,255,43,NULL
role3,255,294,NULL
role4,255,314,NULL
role5,255,447,NULL
role6,255,33,NULL
role7,255,80,NULL
role8,255,83,NULL
role9,255,134,NULL
role10,255,178,NULL
role11,255,465,NULL
role12,255,284,NULL
role13,255,112,NULL
role14,255,468,NULL
role15,255,364,NULL
role0,256,459,NULL
role1,256,233,NULL
role2,256,214,NULL
role3,256,337,NULL
role4,256,476,NULL
role5,256,226,NULL
role6,256,463,NULL
role7,256,172,NULL
role8,256,145,NULL
role9,256,341,NULL
role10,256,343,NULL
role11,256,318,NULL
role12,256,198,NULL
role13,256,162,NULL
role14,256,192,NULL
role15,256,3,NULL
role0,257,328,NULL
role1,257,383,NULL
role2,257,421,NULL
role3,257,139,NULL
role4,257,250,NULL
role5,257,325,NULL
role6,257,489,NULL
role7,257,253,NULL
role8,257,317,NULL
role9,257,105,NULL
role10,257,10,NULL
role11,257,379,NULL
role12,257,5,NULL
role13,257,460,NULL
role14,257,88,NULL
role0,258,322,NULL
role1,258,170,NULL
role2,258,296,NULL
role3,258,137,NULL
role4,258,321,NULL
role5,258,42,NULL
role6,258,101,NULL
role7,258,127,NULL
role8,258,1,NULL
role9,258,403,NULL
role10,258,463,NULL
role11,258,335,NULL
role12,258,12,NULL
role13,258,136,NULL
role14,258,360,NULL
role15,258,92,NULL
role16,258,110,NULL
role17,258,288,NULL
role18,258,163,NULL
role19,258,471,NULL
role20,258,1,NULL
role21,258,134,NULL
role0,259,132,NULL
role1,259,128,NULL
role2,259,287,NULL
role3,259,318,NULL
role4,259,388,NULL
role5,259,2,NULL
role6,259,291,NULL
role7,259,177,NULL
role8,259,51,NULL
role9,259,28,NULL
role10,259,459,NULL
role0,260,152,NULL
role1,260,288,NULL
role2,260,262,NULL
role3,260,408,NULL
role4,260,218,NULL
role5,260,490,NULL
role6,260,128,NULL
role7,260,205,NULL
role8,260,488,NULL
role9,260,184,NULL
role10,260,251,NULL
role11,260,79,NULL
role12,260,68,NULL
role13,260,422,NULL
role14,260,55,NULL
role15,260,73,NULL
role16,260,255,NULL
role17,260,388,NULL
role18,260,356,NULL
role19,260,169,NULL
role20,260,321,NULL
role21,260,155,NULL
role0,261,136,NULL
role1,261,443,NULL
role2,261,61,NULL
role3,261,367,NULL
role4,261,484,NULL
role5,261,412,NULL
role6,261,192,NULL
role7,261,351,NULL
role8,261,151,NULL
role9,261,267,NULL
role10,261,321,NULL
role11,261,6,NULL
role12,261,22,NULL
role13,261,203,NULL
role14,261,476,NULL
role0,262,321,NULL
role1,262,320,NULL
role2,262,132,NULL
role3,262,352,NULL
role4,262,269,NULL
role5,262,106,NULL
role6,262,257,NULL
role7,262,92,NULL
role8,262,157,NULL
role9,262,317,NULL
role10,262,82,NULL
role11,262,240,NULL
role12,262,116,NULL
role14,262,211,NULL
role15,262,465,NULL
role16,262,347,NULL
role17,262,195,NULL
role0,263,63,NULL
role1,263,337,NULL
role2,263,434,NULL
role3,263,13,NULL
role4,263,120,NULL
role5,263,5,NULL
role6,263,249,NULL
role7,263,222,NULL
role8,263,219,NULL
role9,263,316,NULL
role10,263,15,NULL
role11,263,459,NULL
role12,263,452,NULL
role13,263,499,NULL
role14,263,144,NULL
role15,263,40,NULL
role16,263,294,NULL
role17,263,229,NULL
role18,263,243,NULL
role19,263,409,NULL
role20,263,130,NULL
role0,264,12,NULL
role1,264,132,NULL
role2,264,56,NULL
role3,264,203,NULL
role4,264,438,NULL
role5,264,366,NULL
role6,264,500,NULL
role7,264,484,NULL
role8,264,251,NULL
role9,264,49,NULL
role10,264,156,NULL
role11,264,29,NULL
role12,264,327,NULL
role13,264,271,NULL
role14,264,486,NULL
role0,265,155,NULL
role1,265,183,NULL
role2,265,330,NULL
role3,265,179,NULL
role4,265,78,NULL
role5,265,398,NULL
role6,265,11,NULL
role7,265,3,NULL
role8,265,322,NULL
role9,265,72,NULL
role10,265,85,NULL
role11,265,308,NULL
role0,266,24,NULL
role1,266,158,NULL
role2,266,500,NULL
role3,266,174,NULL
role4,266,174,NULL
role5,266,171,NULL
role6,266,62,NULL
role7,266,273,NULL
role8,266,427,NULL
role9,266,239,NULL
role10,266,210,NULL
role11,266,155,NULL
role12,266,78,NULL
role13,266,490,NULL
role14,266,40,NULL
role15,266,362,NULL
role16,266,427,NULL
role0,267,243,NULL
role1,267,47,NULL
role2,267,58,NULL
role3,267,360,NULL
role4,267,317,NULL
role5,267,240,NULL
role6,267,415,NULL
role7,267,94,NULL
role8,267,239,NULL
role9,267,454,NULL
role10,267,419,NULL
role11,267,404,NULL
role12,267,357,NULL
role13,267,368,NULL
role14,267,258,NULL
role15,267,288,NULL
role16,267,61,NULL
role17,267,73,NULL
role18,267,47,NULL
role19,267,372,NULL
role20,267,173,NULL
role21,267,403,NULL
role22,267,401,NULL
role0,268,296,NULL
role1,268,310,NULL
role2,268,194,NULL
role3,268,486,NULL
role4,268,81,NULL
role5,268,401,NULL
role6,268,467,NULL
role7,268,403,NULL
role8,268,293,NULL
role9,268,64,NULL
role10,268,306,NULL
role11,268,399,NULL
role12,268,159,NULL
role13,268,410,NULL
role14,268,241,NULL
role15,268,449,NULL
role16,268,206,NULL
role0,269,449,NULL
role1,269,39,NULL
role2,269,331,NULL
role3,269,66,NULL
role4,269,478,NULL
role5,269,399,NULL
role6,269,12,NULL
role7,269,161,NULL
role8,269,353,NULL
role9,269,461,NULL
role10,269,88,NULL
role11,269,76,NULL
role12,269,235,NULL
role13,269,71,NULL
role14,269,219,NULL
role15,269,377,NULL
role16,269,215,NULL
role17,269,211,NULL
role18,269,439,NULL
role0,270,19,NULL
role1,270,200,NULL
role2,270,366,NULL
role3,270,206,NULL
role4,270,61,NULL
role5,270,54,NULL
role6,270,137,NULL
role7,270,222,NULL
role8,270,300,NULL
role9,270,221,NULL
role0,271,120,NULL
role1,271,165,NULL
role2,271,268,NULL
role3,271,250,NULL
role4,271,369,NULL
role5,271,62,NULL
role6,271,194,NULL
role7,271,397,NULL
role8,271,331,NULL
role9,271,232,NULL
role0,272,84,NULL
role1,272,226,NULL
role2,272,397,NULL
role3,272,50,NULL
role4,272,33,NULL
role5,272,205,NULL
role6,272,458,NULL
role7,272,472,NULL
role8,272,251,NULL
role9,272,384,NULL
role10,272,452,NULL
role0,273,157,NULL
role1,273,148,NULL
role2,273,426,NULL
role3,273,420,NULL
role4,273,331,NULL
role5,273,116,NULL
role6,273,497,NULL
role7,273,221,NULL
role8,273,10,NULL
role9,273,365,NULL
role10,273,40,NULL
role11,273,377,NULL
role12,273,152,NULL
role13,273,153,NULL
role14,273,405,NULL
role15,273,404,NULL
role0,274,280,NULL
role1,274,277,NULL
role2,274,132,NULL
role3,274,316,NULL
role4,274,2,NULL
role5,274,175,NULL
role6,274,171,NULL
role7,274,355,NULL
role8,274,117,NULL
role9,274,463,NULL
role10,274,8,NULL
role11,274,345,NULL
role12,274,91,NULL
role13,274,307,NULL
role14,274,19,NULL
role15,274,31,NULL
role16,274,355,NULL
role17,274,41,NULL
role18,274,196,NULL
role19,274,130,NULL
role20,274,111,NULL
role0,275,323,NULL
role1,275,138,NULL
role2,275,425,NULL
role3,275,317,NULL
role4,275,294,NULL
role5,275,300,NULL
role6,275,135,NULL
role7,275,41,NULL
role8,275,109,NULL
role9,275,365,NULL
role10,275,238,NULL
role11,275,443,NULL
role12,275,187,NULL
role13,275,206,NULL
role14,275,74,NULL
role15,275,195,NULL
role16,275,64,NULL
role0,276,257,NULL
role1,276,355,NULL
role2,276,8,NULL
role3,276,414,NULL
role4,276,265,NULL
role5,276,225,NULL
role6,276,442,NULL
role7,276,214,NULL
role8,276,433,NULL
role9,276,307,NULL
role10,276,69,NULL
role0,277,357,NULL
role1,277,13,NULL
role2,277,381,NULL
role3,277,428,NULL
role4,277,171,NULL
role5,277,158,NULL
role6,277,137,NULL
role7,277,478,NULL
role8,277,485,NULL
role9,277,495,NULL
role10,277,387,NULL
role11,277,101,NULL
role12,277,241,NULL
role13,277,126,NULL
role14,277,320,NULL
role15,277,4,NULL
role16,277,290,NULL
role0,278,80,NULL
role1,278,494,NULL
role2,278,182,NULL
role3,278,164,NULL
role4,278,121,NULL
role5,278,278,NULL
role6,278,398,NULL
role7,278,31,NULL
role8,278,313,NULL
role9,278,211,NULL
role10,278,108,NULL
role11,278,166,NULL
role12,278,75,NULL
role13,278,317,NULL
role14,278,277,NULL
role15,278,324,NULL
role0,279,159,NULL
role1,279,473,NULL
role2,279,53,NULL
role3,279,223,NULL
role4,279,235,NULL
role5,279,449,NULL
role6,279,271,NULL
role7,279,74,NULL
role8,279,283,NULL
role9,279,158,NULL
role10,279,443,NULL
role11,279,266,NULL
role12,279,340,NULL
role13,279,373,NULL
role14,279,476,NULL
role15,279,375,NULL
role16,279,125,NULL
role17,279,14,NULL
role18,279,480,NULL
role19,279,481,NULL
role20,279,214,NULL
role21,279,479,NULL
role0,280,431,NULL
role1,280,317,NULL
role2,280,400,NULL
role3,280,60,NULL
role4,280,414,NULL
role5,280,249,NULL
role6,280,272,NULL
role7,280,212,NULL
role8,280,83,NULL
role9,280,468,NULL
role10,280,232,NULL
role11,280,412,NULL
role0,281,66,NULL
role1,281,402,NULL
role2,281,202,NULL
role3,281,20,NULL
role4,281,211,NULL
role5,281,259,NULL
role6,281,209,NULL
role7,281,265,NULL
role8,281,211,NULL
role9,281,259,NULL
role10,281,110,NULL
role11,281,198,NULL
role12,281,316,NULL
role13,281,357,NULL
role14,281,396,NULL
role15,281,407,NULL
role0,282,216,NULL
role1,282,383,NULL
role2,282,446,NULL
role3,282,127,NULL
role4,282,66,NULL
role5,282,299,NULL
role6,282,471,NULL
role7,282,479,NULL
role8,282,329,NULL
role9,282,433,NULL
role10,282,69,NULL
role11,282,107,NULL
role12,282,382,NULL
role13,282,58,NULL
role14,282,178,NULL
role15,282,401,NULL
role16,282,350,NULL
role17,282,278,NULL
role18,282,3,NULL
role19,282,240,NULL
role0,283,180,NULL
role1,283,492,NULL
role2,283,53,NULL
role3,283,104,NULL
role4,283,78,NULL
role5,283,57,NULL
role6,283,121,NULL
role7,283,241,NULL
role8,283,212,NULL
role9,283,463,NULL
role10,283,280,NULL
role11,283,165,NULL
role12,283,431,NULL
role13,283,460,NULL
role14,283,342,NULL
role0,284,205,NULL
role1,284,262,NULL
role2,284,417,NULL
role3,284,29,NULL
role4,284,109,NULL
role5,284,367,NULL
role6,284,157,NULL
role7,284,295,NULL
role8,284,170,NULL
role9,284,61,NULL
role10,284,159,NULL
role11,284,442,NULL
role12,284,407,NULL
role13,284,449,NULL
role0,285,315,NULL
role1,285,210,NULL
role2,285,423,NULL
role3,285,199,NULL
role4,285,66,NULL
role5,285,421,NULL
role6,285,238,NULL
role7,285,95,NULL
role8,285,187,NULL
role9,285,428,NULL
role10,285,27,NULL
role11,285,12,NULL
role12,285,126,NULL
role13,285,269,NULL
role14,285,284,NULL
role15,285,40,NULL
role16,285,29,NULL
role17,285,466,NULL
role18,285,375,NULL
role19,285,451,NULL
role20,285,422,NULL
role21,285,495,NULL
role22,285,65,NULL
role23,285,436,NULL
role24,285,187,NULL
role0,286,455,NULL
role1,286,455,NULL
role2,286,15,NULL
role3,286,292,NULL
role4,286,492,NULL
role5,286,136,NULL
role6,286,122,NULL
role7,286,189,NULL
role8,286,208,NULL
role9,286,326,NULL
role10,286,71,NULL
role11,286,89,NULL
role12,286,32,NULL
role13,286,16,NULL
role14,286,151,NULL
role0,287,355,NULL
role1,287,499,NULL
role2,287,147,NULL
role3,287,159,NULL
role4,287,377,NULL
role5,287,153,NULL
role6,287,401,NULL
role7,287,182,NULL
role8,287,193,NULL
role9,287,233,NULL
role10,287,261,NULL
role11,287,223,NULL
role12,287,319,NULL
role13,287,253,NULL
role14,287,414,NULL
role15,287,107,NULL
role16,287,245,NULL
role0,288,108,NULL
role1,288,54,NULL
role2,288,91,NULL
role3,288,33,NULL
role4,288,110,NULL
role5,288,419,NULL
role6,288,414,NULL
role7,288,160,NULL
role8,288,69,NULL
role9,288,23,NULL
role10,288,469,NULL
role11,288,382,NULL
role12,288,247,NULL
role13,288,357,NULL
role14,288,439,NULL
role15,288,156,NULL
role0,289,2,NULL
role1,289,478,NULL
role2,289,41,NULL
role3,289,75,NULL
role4,289,78,NULL
role5,289,423,NULL
role6,289,340,NULL
role7,289,497,NULL
role8,289,390,NULL
role9,289,335,NULL
role10,289,128,NULL
