role,id_film,id_actor,id_serie
role4,1505,221,NULL
role5,1505,105,NULL
role6,1505,50,NULL
role7,1505,89,NULL
role8,1505,322,NULL
role9,1505,424,NULL
role10,1505,448,NULL
role11,1505,98,NULL
role12,1505,473,NULL
role13,1505,318,NULL
role14,1505,285,NULL
role15,1505,212,NULL
role16,1505,144,NULL
role17,1505,360,NULL
role18,1505,285,NULL
role0,1506,98,NULL
role1,1506,82,NULL
role2,1506,198,NULL
role3,1506,325,NULL
role4,1506,387,NULL
role5,1506,421,NULL
role6,1506,261,NULL
role7,1506,126,NULL
role8,1506,183,NULL
role9,1506,401,NULL
role10,1506,247,NULL
role11,1506,212,NULL
role12,1506,106,NULL
role13,1506,320,NULL
role14,1506,278,NULL
role15,1506,495,NULL
role16,1506,492,NULL
role17,1506,159,NULL
role18,1506,126,NULL
role19,1506,404,NULL
role20,1506,244,NULL
role21,1506,95,NULL
role0,1507,173,NULL
role1,1507,349,NULL
role2,1507,328,NULL
role3,1507,428,NULL
role4,1507,75,NULL
role5,1507,254,NULL
role6,1507,225,NULL
role7,1507,414,NULL
role8,1507,359,NULL
role9,1507,268,NULL
role10,1507,67,NULL
role11,1507,238,NULL
role12,1507,191,NULL
role13,1507,276,NULL
role14,1507,481,NULL
role15,1507,149,NULL
role16,1507,402,NULL
role17,1507,43,NULL
role18,1507,107,NULL
role19,1507,181,NULL
role20,1507,60,NULL
role21,1507,474,NULL
role22,1507,371,NULL
role23,1507,204,NULL
role24,1507,491,NULL
role25,1507,471,NULL
role0,1508,484,NULL
role1,1508,251,NULL
role2,1508,335,NULL
role3,1508,64,NULL
role4,1508,228,NULL
role5,1508,443,NULL
role6,1508,412,NULL
role7,1508,356,NULL
role8,1508,397,NULL
role9,1508,41,NULL
role10,1508,178,NULL
role11,1508,492,NULL
role12,1508,389,NULL
role13,1508,148,NULL
role14,1508,218,NULL
role0,1509,437,NULL
role1,1509,462,NULL
role2,1509,36,NULL
role3,1509,295,NULL
role4,1509,32,NULL
role5,1509,355,NULL
role6,1509,132,NULL
role7,1509,490,NULL
role8,1509,461,NULL
role9,1509,39,NULL
role10,1509,260,NULL
role11,1509,325,NULL
role12,1509,256,NULL
role13,1509,464,NULL
role14,1509,285,NULL
role15,1509,322,NULL
role16,1509,499,NULL
role17,1509,198,NULL
role18,1509,472,NULL
role19,1509,349,NULL
role20,1509,331,NULL
role0,1510,57,NULL
role1,1510,358,NULL
role2,1510,28,NULL
role3,1510,212,NULL
role4,1510,158,NULL
role5,1510,25,NULL
role6,1510,298,NULL
role7,1510,312,NULL
role8,1510,5,NULL
role9,1510,332,NULL
role10,1510,208,NULL
role11,1510,498,NULL
role12,1510,410,NULL
role0,1511,119,NULL
role1,1511,41,NULL
role2,1511,301,NULL
role3,1511,183,NULL
role4,1511,16,NULL
role5,1511,310,NULL
role6,1511,357,NULL
role7,1511,400,NULL
role8,1511,85,NULL
role9,1511,190,NULL
role10,1511,411,NULL
role11,1511,133,NULL
role12,1511,424,NULL
role13,1511,12,NULL
role14,1511,457,NULL
role0,1512,438,NULL
role1,1512,39,NULL
role2,1512,232,NULL
role3,1512,22,NULL
role4,1512,497,NULL
role5,1512,158,NULL
role6,1512,480,NULL
role7,1512,172,NULL
role8,1512,387,NULL
role9,1512,168,NULL
role10,1512,39,NULL
role11,1512,129,NULL
role12,1512,64,NULL
role13,1512,252,NULL
role14,1512,408,NULL
role0,1513,317,NULL
role1,1513,6,NULL
role2,1513,173,NULL
role3,1513,277,NULL
role4,1513,50,NULL
role5,1513,74,NULL
role6,1513,145,NULL
role7,1513,300,NULL
role8,1513,486,NULL
role9,1513,414,NULL
role10,1513,211,NULL
role11,1513,157,NULL
role12,1513,57,NULL
role13,1513,27,NULL
role14,1513,338,NULL
role15,1513,479,NULL
role16,1513,432,NULL
role0,1514,244,NULL
role1,1514,198,NULL
role2,1514,319,NULL
role3,1514,110,NULL
role4,1514,221,NULL
role5,1514,354,NULL
role6,1514,255,NULL
role7,1514,396,NULL
role8,1514,489,NULL
role9,1514,142,NULL
role10,1514,68,NULL
role11,1514,428,NULL
role12,1514,472,NULL
role13,1514,91,NULL
role14,1514,190,NULL
role15,1514,417,NULL
role16,1514,394,NULL
role17,1514,228,NULL
role18,1514,252,NULL
role19,1514,97,NULL
role0,1515,176,NULL
role1,1515,3,NULL
role2,1515,220,NULL
role3,1515,429,NULL
role4,1515,15,NULL
role5,1515,90,NULL
role6,1515,487,NULL
role7,1515,314,NULL
role8,1515,165,NULL
role9,1515,394,NULL
role10,1515,301,NULL
role11,1515,475,NULL
role12,1515,394,NULL
role0,1516,411,NULL
role1,1516,305,NULL
role2,1516,200,NULL
role3,1516,109,NULL
role4,1516,156,NULL
role5,1516,83,NULL
role6,1516,426,NULL
role7,1516,73,NULL
role8,1516,333,NULL
role9,1516,108,NULL
role10,1516,284,NULL
role11,1516,406,NULL
role12,1516,279,NULL
role13,1516,272,NULL
role14,1516,237,NULL
role0,1517,327,NULL
role1,1517,377,NULL
role2,1517,409,NULL
role3,1517,82,NULL
role4,1517,130,NULL
role5,1517,272,NULL
role6,1517,160,NULL
role7,1517,130,NULL
role8,1517,283,NULL
role9,1517,441,NULL
role10,1517,235,NULL
role11,1517,374,NULL
role0,1518,308,NULL
role1,1518,71,NULL
role2,1518,76,NULL
role3,1518,62,NULL
role4,1518,120,NULL
role5,1518,66,NULL
role6,1518,491,NULL
role7,1518,72,NULL
role8,1518,405,NULL
role9,1518,16,NULL
role10,1518,308,NULL
role11,1518,283,NULL
role12,1518,443,NULL
role0,1519,383,NULL
role1,1519,153,NULL
role2,1519,399,NULL
role3,1519,298,NULL
role4,1519,115,NULL
role5,1519,238,NULL
role6,1519,75,NULL
role7,1519,308,NULL
role8,1519,115,NULL
role9,1519,391,NULL
role10,1519,276,NULL
role11,1519,94,NULL
role12,1519,443,NULL
role13,1519,263,NULL
role14,1519,423,NULL
role15,1519,303,NULL
role16,1519,78,NULL
role17,1519,454,NULL
role18,1519,196,NULL
role19,1519,417,NULL
role20,1519,277,NULL
role21,1519,462,NULL
role22,1519,226,NULL
role0,1520,98,NULL
role1,1520,419,NULL
role2,1520,348,NULL
role3,1520,354,NULL
role4,1520,181,NULL
role5,1520,493,NULL
role6,1520,55,NULL
role7,1520,298,NULL
role8,1520,431,NULL
role9,1520,434,NULL
role10,1520,470,NULL
role11,1520,227,NULL
role12,1520,265,NULL
role0,1521,119,NULL
role1,1521,75,NULL
role2,1521,149,NULL
role3,1521,357,NULL
role4,1521,320,NULL
role5,1521,93,NULL
role6,1521,57,NULL
role7,1521,3,NULL
role8,1521,259,NULL
role9,1521,299,NULL
role10,1521,2,NULL
role11,1521,251,NULL
role12,1521,194,NULL
role13,1521,89,NULL
role14,1521,459,NULL
role15,1521,17,NULL
role16,1521,52,NULL
role17,1521,454,NULL
role18,1521,57,NULL
role19,1521,274,NULL
role0,1522,105,NULL
role1,1522,120,NULL
role2,1522,413,NULL
role3,1522,41,NULL
role4,1522,46,NULL
role5,1522,248,NULL
role6,1522,366,NULL
role7,1522,166,NULL
role8,1522,389,NULL
role9,1522,300,NULL
role10,1522,364,NULL
role11,1522,62,NULL
role12,1522,211,NULL
role13,1522,287,NULL
role0,1523,460,NULL
role1,1523,252,NULL
role2,1523,293,NULL
role3,1523,24,NULL
role4,1523,126,NULL
role5,1523,80,NULL
role6,1523,74,NULL
role7,1523,376,NULL
role8,1523,64,NULL
role9,1523,293,NULL
role10,1523,418,NULL
role11,1523,145,NULL
role12,1523,451,NULL
role13,1523,117,NULL
role14,1523,389,NULL
role15,1523,188,NULL
role16,1523,349,NULL
role17,1523,284,NULL
role18,1523,409,NULL
role19,1523,317,NULL
role20,1523,137,NULL
role21,1523,416,NULL
role0,1524,427,NULL
role1,1524,269,NULL
role2,1524,53,NULL
role3,1524,258,NULL
role4,1524,201,NULL
role5,1524,66,NULL
role6,1524,383,NULL
role7,1524,17,NULL
role8,1524,410,NULL
role9,1524,444,NULL
role10,1524,370,NULL
role0,1525,21,NULL
role1,1525,498,NULL
role2,1525,389,NULL
role3,1525,427,NULL
role4,1525,363,NULL
role5,1525,37,NULL
role6,1525,383,NULL
role7,1525,432,NULL
role8,1525,46,NULL
role9,1525,237,NULL
role10,1525,122,NULL
role11,1525,353,NULL
role12,1525,141,NULL
role13,1525,302,NULL
role14,1525,102,NULL
role15,1525,175,NULL
role0,1526,238,NULL
role1,1526,233,NULL
role2,1526,20,NULL
role3,1526,19,NULL
role4,1526,72,NULL
role5,1526,236,NULL
role6,1526,454,NULL
role7,1526,339,NULL
role8,1526,378,NULL
role9,1526,39,NULL
role10,1526,402,NULL
role11,1526,103,NULL
role12,1526,164,NULL
role13,1526,361,NULL
role14,1526,454,NULL
role15,1526,14,NULL
role16,1526,339,NULL
role17,1526,21,NULL
role18,1526,129,NULL
role0,1527,369,NULL
role1,1527,388,NULL
role2,1527,323,NULL
role3,1527,332,NULL
role4,1527,294,NULL
role5,1527,427,NULL
role6,1527,339,NULL
role7,1527,150,NULL
role8,1527,92,NULL
role9,1527,7,NULL
role10,1527,61,NULL
role11,1527,318,NULL
role12,1527,433,NULL
role13,1527,429,NULL
role14,1527,175,NULL
role15,1527,363,NULL
role16,1527,399,NULL
role17,1527,264,NULL
role18,1527,285,NULL
role19,1527,96,NULL
role0,1528,112,NULL
role1,1528,16,NULL
role2,1528,200,NULL
role3,1528,376,NULL
role4,1528,49,NULL
role5,1528,202,NULL
role6,1528,215,NULL
role7,1528,429,NULL
role8,1528,466,NULL
role9,1528,203,NULL
role10,1528,41,NULL
role11,1528,208,NULL
role12,1528,372,NULL
role13,1528,451,NULL
role14,1528,67,NULL
role15,1528,271,NULL
role0,1529,496,NULL
role1,1529,460,NULL
role2,1529,44,NULL
role3,1529,366,NULL
role4,1529,134,NULL
role5,1529,89,NULL
role6,1529,106,NULL
role7,1529,177,NULL
role8,1529,274,NULL
role9,1529,343,NULL
role10,1529,344,NULL
role11,1529,441,NULL
role12,1529,290,NULL
role13,1529,375,NULL
role14,1529,208,NULL
role15,1529,321,NULL
role16,1529,194,NULL
role17,1529,436,NULL
role18,1529,36,NULL
role19,1529,499,NULL
role20,1529,49,NULL
role0,1530,483,NULL
role1,1530,282,NULL
role2,1530,342,NULL
role3,1530,128,NULL
role5,1530,409,NULL
role6,1530,480,NULL
role7,1530,356,NULL
role8,1530,67,NULL
role9,1530,399,NULL
role10,1530,44,NULL
role11,1530,132,NULL
role12,1530,76,NULL
role13,1530,413,NULL
role14,1530,231,NULL
role15,1530,107,NULL
role16,1530,233,NULL
role17,1530,269,NULL
role18,1530,74,NULL
role19,1530,84,NULL
role20,1530,344,NULL
role21,1530,279,NULL
role0,1531,258,NULL
role1,1531,231,NULL
role2,1531,291,NULL
role3,1531,84,NULL
role4,1531,244,NULL
role5,1531,229,NULL
role6,1531,359,NULL
role7,1531,50,NULL
role8,1531,357,NULL
role9,1531,87,NULL
role10,1531,2,NULL
role11,1531,45,NULL
role12,1531,250,NULL
role13,1531,204,NULL
role14,1531,53,NULL
role0,1532,487,NULL
role1,1532,105,NULL
role2,1532,194,NULL
role3,1532,158,NULL
role4,1532,378,NULL
role5,1532,154,NULL
role6,1532,220,NULL
role7,1532,384,NULL
role8,1532,37,NULL
role9,1532,409,NULL
role10,1532,377,NULL
role11,1532,267,NULL
role0,1533,89,NULL
role1,1533,352,NULL
role2,1533,401,NULL
role3,1533,342,NULL
role4,1533,233,NULL
role5,1533,387,NULL
role6,1533,388,NULL
role7,1533,35,NULL
role8,1533,401,NULL
role9,1533,91,NULL
role10,1533,48,NULL
role11,1533,42,NULL
role12,1533,291,NULL
role13,1533,489,NULL
role14,1533,491,NULL
role0,1534,440,NULL
role1,1534,460,NULL
role2,1534,250,NULL
role3,1534,51,NULL
role4,1534,211,NULL
role5,1534,303,NULL
role6,1534,306,NULL
role7,1534,175,NULL
role8,1534,312,NULL
role9,1534,27,NULL
role10,1534,432,NULL
role11,1534,125,NULL
role12,1534,289,NULL
role13,1534,65,NULL
role14,1534,218,NULL
role15,1534,360,NULL
role0,1535,25,NULL
role1,1535,161,NULL
role2,1535,255,NULL
role3,1535,131,NULL
role4,1535,34,NULL
role5,1535,441,NULL
role6,1535,462,NULL
role7,1535,409,NULL
role8,1535,427,NULL
role9,1535,411,NULL
role10,1535,366,NULL
role11,1535,198,NULL
role12,1535,55,NULL
role13,1535,96,NULL
role14,1535,125,NULL
role15,1535,272,NULL
role16,1535,279,NULL
role17,1535,96,NULL
role18,1535,257,NULL
role19,1535,69,NULL
role0,1536,78,NULL
role1,1536,159,NULL
role2,1536,460,NULL
role3,1536,439,NULL
role4,1536,187,NULL
role5,1536,242,NULL
role6,1536,291,NULL
role7,1536,439,NULL
role8,1536,400,NULL
role9,1536,84,NULL
role10,1536,87,NULL
role11,1536,77,NULL
role12,1536,353,NULL
role13,1536,413,NULL
role0,1537,266,NULL
role1,1537,192,NULL
role2,1537,122,NULL
role3,1537,202,NULL
role4,1537,235,NULL
role5,1537,454,NULL
role6,1537,354,NULL
role7,1537,477,NULL
role8,1537,236,NULL
role9,1537,361,NULL
role10,1537,272,NULL
role11,1537,148,NULL
role12,1537,265,NULL
role0,1538,445,NULL
role1,1538,417,NULL
role2,1538,87,NULL
role3,1538,245,NULL
role4,1538,293,NULL
role5,1538,414,NULL
role6,1538,354,NULL
role7,1538,384,NULL
role8,1538,483,NULL
role9,1538,173,NULL
role10,1538,309,NULL
role11,1538,209,NULL
role12,1538,75,NULL
role13,1538,493,NULL
role14,1538,331,NULL
role15,1538,381,NULL
role16,1538,323,NULL
role17,1538,195,NULL
role18,1538,204,NULL
role19,1538,496,NULL
role20,1538,182,NULL
role21,1538,238,NULL
role0,1539,322,NULL
role1,1539,477,NULL
role2,1539,68,NULL
role3,1539,449,NULL
role4,1539,168,NULL
role5,1539,42,NULL
role6,1539,369,NULL
role7,1539,63,NULL
role8,1539,144,NULL
role9,1539,324,NULL
role10,1539,289,NULL
role11,1539,260,NULL
role13,1539,62,NULL
role0,1540,204,NULL
role1,1540,194,NULL
role2,1540,65,NULL
role3,1540,311,NULL
role4,1540,9,NULL
role5,1540,289,NULL
role6,1540,75,NULL
role7,1540,86,NULL
role8,1540,404,NULL
role9,1540,370,NULL
role10,1540,222,NULL
role11,1540,210,NULL
role12,1540,84,NULL
role13,1540,477,NULL
role14,1540,414,NULL
role15,1540,383,NULL
role16,1540,253,NULL
role0,1541,378,NULL
role1,1541,460,NULL
role2,1541,319,NULL
role3,1541,397,NULL
role4,1541,119,NULL
role5,1541,463,NULL
role6,1541,385,NULL
role7,1541,335,NULL
role8,1541,135,NULL
role9,1541,442,NULL
role10,1541,486,NULL
role11,1541,255,NULL
role12,1541,244,NULL
role13,1541,344,NULL
role14,1541,11,NULL
role15,1541,12,NULL
role16,1541,56,NULL
role17,1541,50,NULL
role18,1541,63,NULL
role19,1541,457,NULL
role20,1541,183,NULL
role21,1541,487,NULL
role22,1541,95,NULL
role0,1542,311,NULL
role1,1542,423,NULL
role2,1542,355,NULL
role3,1542,206,NULL
role4,1542,152,NULL
role5,1542,173,NULL
role6,1542,428,NULL
role7,1542,335,NULL
role8,1542,29,NULL
role9,1542,381,NULL
role10,1542,62,NULL
role11,1542,488,NULL
role12,1542,165,NULL
role13,1542,10,NULL
role14,1542,106,NULL
role15,1542,266,NULL
role16,1542,60,NULL
role17,1542,7,NULL
role18,1542,378,NULL
role19,1542,344,NULL
role20,1542,137,NULL
role0,1543,13,NULL
role1,1543,277,NULL
role2,1543,282,NULL
role3,1543,416,NULL
role4,1543,192,NULL
role5,1543,310,NULL
role6,1543,19,NULL
role7,1543,299,NULL
role8,1543,17,NULL
role9,1543,445,NULL
role10,1543,191,NULL
role11,1543,332,NULL
role12,1543,235,NULL
role13,1543,333,NULL
role14,1543,150,NULL
role0,1544,214,NULL
role1,1544,139,NULL
role2,1544,413,NULL
role3,1544,160,NULL
role4,1544,148,NULL
role5,1544,470,NULL
role6,1544,434,NULL
role7,1544,124,NULL
role8,1544,428,NULL
role9,1544,418,NULL
role10,1544,489,NULL
role11,1544,144,NULL
role12,1544,473,NULL
role13,1544,32,NULL
role14,1544,121,NULL
role15,1544,223,NULL
role16,1544,34,NULL
role17,1544,143,NULL
role18,1544,483,NULL
role0,1545,269,NULL
role1,1545,342,NULL
role2,1545,32,NULL
role3,1545,393,NULL
role4,1545,198,NULL
role5,1545,339,NULL
role6,1545,104,NULL
role7,1545,468,NULL
role8,1545,428,NULL
role9,1545,356,NULL
role10,1545,433,NULL
role11,1545,326,NULL
role12,1545,53,NULL
role13,1545,50,NULL
role14,1545,121,NULL
role15,1545,347,NULL
role16,1545,16,NULL
role17,1545,222,NULL
role18,1545,362,NULL
role19,1545,40,NULL
role20,1545,464,NULL
role21,1545,487,NULL
role22,1545,120,NULL
role0,1546,490,NULL
role1,1546,104,NULL
role2,1546,39,NULL
role3,1546,403,NULL
role4,1546,346,NULL
role5,1546,456,NULL
role6,1546,438,NULL
role7,1546,295,NULL
role8,1546,195,NULL
role9,1546,274,NULL
role10,1546,122,NULL
role11,1546,231,NULL
role12,1546,24,NULL
role13,1546,170,NULL
role14,1546,112,NULL
role15,1546,345,NULL
role16,1546,217,NULL
role17,1546,179,NULL
role0,1547,188,NULL
role1,1547,15,NULL
role2,1547,487,NULL
role3,1547,473,NULL
role4,1547,238,NULL
role5,1547,37,NULL
role6,1547,88,NULL
role7,1547,16,NULL
role8,1547,321,NULL
role9,1547,107,NULL
role0,1548,84,NULL
role1,1548,448,NULL
role2,1548,44,NULL
role3,1548,429,NULL
role4,1548,381,NULL
role5,1548,103,NULL
role6,1548,376,NULL
role7,1548,72,NULL
role8,1548,305,NULL
role9,1548,379,NULL
role10,1548,433,NULL
role11,1548,401,NULL
role12,1548,449,NULL
role13,1548,310,NULL
role14,1548,458,NULL
role15,1548,229,NULL
role16,1548,159,NULL
role17,1548,269,NULL
role18,1548,358,NULL
role19,1548,247,NULL
role20,1548,62,NULL
role0,1549,221,NULL
role1,1549,206,NULL
role2,1549,418,NULL
role3,1549,474,NULL
role4,1549,36,NULL
role5,1549,201,NULL
role6,1549,330,NULL
role7,1549,375,NULL
role8,1549,338,NULL
role9,1549,73,NULL
role10,1549,95,NULL
role11,1549,472,NULL
role12,1549,239,NULL
role13,1549,151,NULL
role14,1549,308,NULL
role15,1549,446,NULL
role16,1549,46,NULL
role17,1549,53,NULL
role18,1549,457,NULL
role19,1549,2,NULL
role20,1549,461,NULL
role21,1549,219,NULL
role22,1549,131,NULL
role0,1550,222,NULL
role1,1550,90,NULL
role2,1550,426,NULL
role3,1550,80,NULL
role4,1550,13,NULL
role5,1550,400,NULL
role6,1550,416,NULL
role7,1550,183,NULL
role8,1550,437,NULL
role9,1550,276,NULL
role10,1550,447,NULL
role11,1550,115,NULL
role12,1550,64,NULL
role13,1550,42,NULL
role14,1550,372,NULL
role15,1550,204,NULL
role16,1550,268,NULL
role17,1550,139,NULL
role18,1550,386,NULL
role19,1550,158,NULL
role20,1550,353,NULL
role21,1550,379,NULL
role0,1551,233,NULL
role1,1551,320,NULL
role2,1551,425,NULL
role3,1551,252,NULL
role4,1551,39,NULL
role5,1551,417,NULL
role6,1551,250,NULL
role7,1551,5,NULL
role8,1551,135,NULL
role9,1551,351,NULL
role10,1551,350,NULL
role11,1551,269,NULL
role12,1551,310,NULL
role13,1551,149,NULL
role14,1551,240,NULL
role15,1551,135,NULL
role16,1551,365,NULL
role17,1551,52,NULL
role18,1551,151,NULL
role0,1552,450,NULL
role1,1552,51,NULL
role2,1552,351,NULL
role3,1552,427,NULL
role4,1552,132,NULL
role5,1552,5,NULL
role6,1552,272,NULL
role7,1552,137,NULL
role8,1552,385,NULL
role9,1552,410,NULL
role10,1552,495,NULL
role11,1552,98,NULL
role12,1552,470,NULL
role13,1552,132,NULL
role0,1553,472,NULL
role1,1553,185,NULL
role2,1553,426,NULL
role3,1553,64,NULL
role4,1553,11,NULL
role5,1553,373,NULL
role6,1553,498,NULL
role7,1553,96,NULL
role8,1553,241,NULL
role9,1553,418,NULL
role10,1553,130,NULL
role11,1553,397,NULL
role12,1553,331,NULL
role13,1553,184,NULL
role14,1553,80,NULL
role15,1553,203,NULL
role16,1553,382,NULL
role17,1553,123,NULL
role18,1553,172,NULL
role0,1554,227,NULL
role1,1554,180,NULL
role2,1554,485,NULL
role3,1554,440,NULL
role4,1554,65,NULL
role5,1554,154,NULL
role6,1554,165,NULL
role7,1554,184,NULL
role8,1554,392,NULL
role9,1554,180,NULL
role10,1554,388,NULL
role11,1554,498,NULL
role12,1554,254,NULL
role13,1554,343,NULL
role14,1554,168,NULL
role15,1554,427,NULL
role16,1554,395,NULL
role17,1554,108,NULL
role18,1554,471,NULL
role19,1554,240,NULL
role20,1554,287,NULL
role0,1555,138,NULL
role1,1555,442,NULL
role2,1555,308,NULL
role3,1555,77,NULL
role4,1555,152,NULL
role5,1555,28,NULL
role6,1555,62,NULL
role7,1555,108,NULL
role8,1555,115,NULL
role9,1555,175,NULL
role10,1555,4,NULL
role11,1555,267,NULL
role12,1555,378,NULL
role13,1555,36,NULL
role14,1555,311,NULL
role15,1555,276,NULL
role0,1556,211,NULL
role1,1556,256,NULL
role2,1556,478,NULL
role3,1556,227,NULL
role4,1556,474,NULL
role5,1556,232,NULL
role6,1556,131,NULL
role7,1556,119,NULL
role8,1556,387,NULL
role9,1556,488,NULL
role10,1556,492,NULL
role11,1556,239,NULL
role12,1556,327,NULL
role13,1556,453,NULL
role14,1556,34,NULL
role15,1556,289,NULL
role16,1556,422,NULL
role17,1556,164,NULL
role18,1556,460,NULL
role19,1556,491,NULL
role20,1556,288,NULL
role0,1557,373,NULL
role1,1557,476,NULL
role2,1557,242,NULL
role3,1557,437,NULL
role4,1557,380,NULL
role5,1557,87,NULL
role6,1557,152,NULL
role7,1557,40,NULL
role8,1557,87,NULL
role9,1557,226,NULL
role10,1557,87,NULL
role11,1557,21,NULL
role12,1557,128,NULL
role13,1557,477,NULL
role14,1557,410,NULL
role15,1557,13,NULL
role16,1557,390,NULL
role17,1557,378,NULL
role18,1557,102,NULL
role19,1557,372,NULL
role20,1557,406,NULL
role0,1558,217,NULL
role1,1558,268,NULL
role2,1558,244,NULL
role3,1558,245,NULL
role4,1558,116,NULL
role5,1558,491,NULL
role6,1558,74,NULL
role7,1558,353,NULL
role8,1558,303,NULL
role9,1558,90,NULL
role10,1558,94,NULL
role11,1558,245,NULL
role12,1558,367,NULL
role13,1558,481,NULL
role14,1558,284,NULL
role15,1558,5,NULL
role16,1558,47,NULL
role17,1558,113,NULL
role18,1558,392,NULL
role0,1559,386,NULL
role1,1559,179,NULL
role2,1559,404,NULL
role3,1559,72,NULL
role4,1559,478,NULL
role5,1559,276,NULL
role6,1559,409,NULL
role7,1559,298,NULL
role8,1559,387,NULL
role9,1559,3,NULL
role10,1559,112,NULL
role11,1559,189,NULL
role12,1559,497,NULL
role13,1559,258,NULL
role14,1559,22,NULL
role15,1559,425,NULL
role16,1559,94,NULL
role17,1559,299,NULL
role18,1559,231,NULL
role19,1559,304,NULL
role20,1559,154,NULL
role21,1559,2,NULL
role22,1559,265,NULL
role23,1559,100,NULL
role24,1559,481,NULL
role25,1559,444,NULL
role0,1560,237,NULL
role1,1560,155,NULL
role2,1560,233,NULL
role3,1560,271,NULL
role4,1560,355,NULL
role5,1560,213,NULL
role6,1560,356,NULL
role7,1560,186,NULL
role8,1560,482,NULL
role9,1560,364,NULL
role10,1560,400,NULL
role11,1560,306,NULL
role12,1560,299,NULL
role13,1560,481,NULL
role14,1560,327,NULL
role15,1560,365,NULL
role0,1561,415,NULL
role1,1561,473,NULL
role2,1561,14,NULL
role3,1561,119,NULL
role4,1561,38,NULL
role5,1561,482,NULL
role6,1561,204,NULL
role7,1561,83,NULL
role8,1561,305,NULL
role9,1561,59,NULL
role10,1561,128,NULL
role11,1561,98,NULL
role12,1561,449,NULL
role0,1562,401,NULL
role1,1562,18,NULL
role2,1562,334,NULL
role3,1562,137,NULL
role4,1562,114,NULL
role5,1562,448,NULL
role6,1562,171,NULL
role7,1562,233,NULL
role8,1562,390,NULL
role9,1562,80,NULL
role10,1562,369,NULL
role11,1562,114,NULL
role12,1562,49,NULL
role13,1562,316,NULL
role14,1562,261,NULL
role15,1562,151,NULL
role16,1562,49,NULL
role17,1562,322,NULL
role18,1562,182,NULL
role19,1562,310,NULL
role0,1563,344,NULL
role1,1563,185,NULL
role2,1563,139,NULL
role3,1563,241,NULL
role4,1563,73,NULL
role5,1563,421,NULL
role6,1563,427,NULL
role7,1563,136,NULL
role8,1563,161,NULL
role9,1563,319,NULL
role10,1563,480,NULL
role11,1563,142,NULL
role12,1563,380,NULL
role0,1564,33,NULL
role1,1564,196,NULL
role2,1564,466,NULL
role3,1564,9,NULL
role5,1564,487,NULL
role6,1564,332,NULL
role7,1564,88,NULL
role8,1564,19,NULL
role9,1564,396,NULL
role10,1564,76,NULL
role11,1564,472,NULL
role12,1564,196,NULL
role13,1564,193,NULL
role14,1564,228,NULL
role0,1565,217,NULL
role1,1565,499,NULL
role2,1565,195,NULL
role3,1565,257,NULL
role4,1565,341,NULL
role5,1565,153,NULL
role6,1565,45,NULL
role7,1565,12,NULL
role8,1565,83,NULL
role9,1565,120,NULL
role10,1565,297,NULL
role11,1565,117,NULL
role12,1565,423,NULL
role13,1565,206,NULL
role14,1565,23,NULL
role15,1565,487,NULL
role16,1565,33,NULL
role17,1565,160,NULL
role18,1565,259,NULL
role0,1566,223,NULL
role1,1566,219,NULL
role2,1566,329,NULL
role3,1566,328,NULL
role4,1566,180,NULL
role5,1566,69,NULL
role6,1566,475,NULL
role7,1566,408,NULL
role8,1566,456,NULL
role9,1566,55,NULL
role10,1566,25,NULL
role11,1566,129,NULL
role12,1566,287,NULL
role13,1566,106,NULL
role14,1566,207,NULL
role0,1567,46,NULL
role1,1567,179,NULL
role2,1567,5,NULL
role3,1567,458,NULL
role4,1567,491,NULL
role5,1567,44,NULL
role6,1567,57,NULL
role7,1567,250,NULL
role8,1567,419,NULL
role9,1567,230,NULL
role10,1567,332,NULL
role11,1567,345,NULL
role12,1567,366,NULL
role13,1567,491,NULL
role14,1567,22,NULL
role15,1567,447,NULL
role16,1567,214,NULL
role17,1567,335,NULL
role0,1568,311,NULL
role1,1568,31,NULL
role2,1568,257,NULL
role3,1568,446,NULL
role4,1568,386,NULL
role5,1568,261,NULL
role6,1568,449,NULL
role7,1568,36,NULL
role8,1568,12,NULL
role9,1568,83,NULL
role10,1568,109,NULL
role11,1568,168,NULL
role12,1568,445,NULL
role13,1568,427,NULL
role14,1568,256,NULL
role15,1568,232,NULL
role16,1568,198,NULL
role0,1569,137,NULL
role1,1569,21,NULL
role2,1569,222,NULL
role3,1569,218,NULL
role4,1569,178,NULL
role5,1569,165,NULL
role6,1569,63,NULL
role7,1569,47,NULL
role8,1569,403,NULL
role9,1569,145,NULL
role10,1569,454,NULL
role11,1569,466,NULL
role12,1569,419,NULL
role13,1569,228,NULL
role0,1570,381,NULL
role1,1570,3,NULL
role2,1570,222,NULL
role3,1570,66,NULL
role4,1570,93,NULL
role5,1570,215,NULL
role6,1570,128,NULL
role7,1570,104,NULL
role8,1570,202,NULL
role9,1570,215,NULL
role10,1570,457,NULL
role11,1570,185,NULL
role12,1570,468,NULL
role13,1570,228,NULL
role14,1570,125,NULL
role15,1570,26,NULL
role0,1571,322,NULL
role1,1571,306,NULL
role2,1571,290,NULL
role3,1571,270,NULL
role4,1571,101,NULL
role5,1571,397,NULL
role6,1571,319,NULL
role7,1571,90,NULL
role8,1571,294,NULL
role9,1571,147,NULL
role10,1571,145,NULL
role11,1571,295,NULL
role12,1571,401,NULL
role13,1571,92,NULL
